battery_id,ship_name,ship_type,country,battery_name,observed_code,observed_left,latent_left,latent_minus_observed,rounded_latent,rounded_delta,internal_exact,internal_mae,internal_max_abs,range_yards,shell_size_inch,rate_of_fire,damage_rating,best_true_code,p_observed_code,p_best_true_code,observed_code_mu,best_code_mu,observed_code_z,best_code_z,log_likelihood_gain_best_vs_observed,is_reassigned_by_em,review_score
84,Peresviet,Battleship,Russia,254mm/45 M1891,W,11.0,10.730983930945522,-0.2690160690544783,11,0.0,0.9,0.1,1.0,18983.0,10.0,0.8,32.0,W,0.9841616877518498,0.9841616877518498,9.600409617594442,9.600409617594442,1.1831816718859818,1.1831816718859818,0.0,False,0.015838312248150244
85,Peresviet,Battleship,Russia,152mm/45 M1892,W,8.0,8.180023609033878,0.18002360903387782,8,0.0,0.95,0.05,1.0,12199.0,6.0,3.0,16.0,W,0.9406600045948239,0.9406600045948239,9.600409617594442,9.600409617594442,-1.4864787502122143,-1.4864787502122143,0.0,False,0.059339995405176094
86,Peresviet (1905),Battleship,Russia,254mm/45 M1891,Q,14.0,13.814554117336762,-0.18544588266323814,14,0.0,0.975,0.025,1.0,18983.0,10.0,0.8,32.0,Q,0.99979686134004,0.99979686134004,13.506626282430805,13.506626282430805,0.322256189815913,0.322256189815913,0.0,False,0.00020313865996002267
87,Peresviet (1905),Battleship,Russia,152mm/45 M1892,W,8.0,8.180023609033878,0.18002360903387782,8,0.0,0.95,0.05,1.0,12199.0,6.0,3.0,16.0,W,0.9406600045948239,0.9406600045948239,9.600409617594442,9.600409617594442,-1.4864787502122143,-1.4864787502122143,0.0,False,0.059339995405176094
88,Retvizan,Battleship,Russia,305mm/40 M1892,W,11.0,10.730983930945522,-0.2690160690544783,11,0.0,0.9,0.1,1.0,14845.0,12.0,1.0,38.0,W,0.9841616877518498,0.9841616877518498,9.600409617594442,9.600409617594442,1.1831816718859818,1.1831816718859818,0.0,False,0.015838312248150244
89,Retvizan,Battleship,Russia,152mm/45 M1892,W,8.0,8.180023609033878,0.18002360903387782,8,0.0,0.95,0.05,1.0,12199.0,6.0,3.0,16.0,W,0.9406600045948239,0.9406600045948239,9.600409617594442,9.600409617594442,-1.4864787502122143,-1.4864787502122143,0.0,False,0.059339995405176094
90,Retvizan,Battleship,Russia,152mm/45 M1892,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,12199.0,6.0,3.0,16.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
91,Bayan,ArmoredCruiser,Russia,203mm/45 M1892,R,11.0,11.595777003673888,0.5957770036738879,12,1.0,0.95,0.05,1.0,14199.0,8.0,1.5,22.0,R,0.9953720351006154,0.9953720351006154,11.586301853239549,11.586301853239549,0.009916043730944868,0.009916043730944868,0.0,False,0.5046279648993846
92,Bayan,ArmoredCruiser,Russia,152mm/45 M1892,W,8.0,9.300315965948958,1.3003159659489576,9,1.0,0.675,0.325,1.0,13453.0,6.0,7.0,16.0,W,0.9872883911864062,0.9872883911864062,9.600409617594442,9.600409617594442,-0.31405746998075906,-0.31405746998075906,0.0,False,0.5127116088135938
93,Askold,LightCruiser,Russia,152mm/45 M1892,W,11.0,10.730983930945522,-0.2690160690544783,11,0.0,0.9,0.1,1.0,12199.0,6.0,5.0,16.0,W,0.9841616877518498,0.9841616877518498,9.600409617594442,9.600409617594442,1.1831816718859818,1.1831816718859818,0.0,False,0.015838312248150244
94,Pallada,LightCruiser,Russia,152mm/45 M1892,W,11.0,10.730983930945522,-0.2690160690544783,11,0.0,0.9,0.1,1.0,12199.0,6.0,5.0,16.0,W,0.9841616877518498,0.9841616877518498,9.600409617594442,9.600409617594442,1.1831816718859818,1.1831816718859818,0.0,False,0.015838312248150244
95,Boyarin,LightCruiser,Russia,120mm/45 M1891,W,11.0,10.730983930945522,-0.2690160690544783,11,0.0,0.9,0.1,1.0,10800.0,4.7,5.0,12.0,W,0.9841616877518498,0.9841616877518498,9.600409617594442,9.600409617594442,1.1831816718859818,1.1831816718859818,0.0,False,0.015838312248150244
96,Novik,LightCruiser,Russia,120mm/45 M1891,W,11.0,10.730983930945522,-0.2690160690544783,11,0.0,0.9,0.1,1.0,10800.0,4.7,5.0,12.0,W,0.9841616877518498,0.9841616877518498,9.600409617594442,9.600409617594442,1.1831816718859818,1.1831816718859818,0.0,False,0.015838312248150244
97,Mikasa,Battleship,Japan,30cm/40.4 EOC,S,12.0,11.965601513537752,-0.034398486462247746,12,0.0,0.975,0.025,1.0,16371.0,12.0,1.0,40.0,S,0.9973160995517909,0.9973160995517909,11.502780716832241,11.502780716832241,0.4843565589302232,0.4843565589302232,0.0,False,0.002683900448209098
98,Mikasa,Battleship,Japan,15cm/45 EOC/VSM,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,12282.0,6.0,6.0,16.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
99,Asahi,Battleship,Japan,30cm/40.4 EOC,S,12.0,11.965601513537752,-0.034398486462247746,12,0.0,0.975,0.025,1.0,16371.0,12.0,1.0,40.0,S,0.9973160995517909,0.9973160995517909,11.502780716832241,11.502780716832241,0.4843565589302232,0.4843565589302232,0.0,False,0.002683900448209098
100,Asahi,Battleship,Japan,15cm/45 EOC/VSM,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,12282.0,6.0,6.0,16.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
101,Shikishima,Battleship,Japan,30cm/40.4 EOC,S,12.0,11.965601513537752,-0.034398486462247746,12,0.0,0.975,0.025,1.0,16371.0,12.0,1.0,40.0,S,0.9973160995517909,0.9973160995517909,11.502780716832241,11.502780716832241,0.4843565589302232,0.4843565589302232,0.0,False,0.002683900448209098
102,Shikishima,Battleship,Japan,15cm/45 EOC/VSM,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,12282.0,6.0,6.0,16.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
103,Kasagi,LightCruiser,Japan,20cm/45 No. 2 EOC,T,10.0,10.180380619727677,0.18038061972767672,10,0.0,0.95,0.05,1.0,14505.0,8.0,2.0,24.0,T,0.990896027216565,0.990896027216565,9.991275791723314,9.991275791723314,0.1979041659780151,0.1979041659780151,0.0,False,0.009103972783435
104,Kasagi,LightCruiser,Japan,4.7''/40 QF Type 41,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,9899.0,4.7,6.0,12.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
105,Takasago,LightCruiser,Japan,20cm/45 No. 2 EOC,T,10.0,10.180380619727677,0.18038061972767672,10,0.0,0.95,0.05,1.0,14505.0,8.0,2.0,24.0,T,0.990896027216565,0.990896027216565,9.991275791723314,9.991275791723314,0.1979041659780151,0.1979041659780151,0.0,False,0.009103972783435
106,Takasago,LightCruiser,Japan,4.7''/40 QF Type 41,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,9899.0,4.7,6.0,12.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
107,Battery Number 9,LandBattery,Russia,152mm/45 Pattern 1892,Y,7.0,7.186035191311596,0.1860351913115963,7,0.0,0.925,0.075,1.0,11082.0,6.0,6.0,16.0,Y,0.993205957985484,0.993205957985484,7.835610940906682,7.835610940906682,-0.6798015064966715,-0.6798015064966715,0.0,False,0.006794042014516055
108,Battery Number 15 (Electric Cliff),LandBattery,Russia,254mm/40 Pattern 1892 (Low Elev),W,11.0,10.730983930945522,-0.2690160690544783,11,0.0,0.9,0.1,1.0,18983.0,10.0,0.8,32.0,W,0.9841616877518498,0.9841616877518498,9.600409617594442,9.600409617594442,1.1831816718859818,1.1831816718859818,0.0,False,0.015838312248150244
109,Battery Number 17,LandBattery,Russia,229mm/9 Mortar Pattern 1877,Y,9.0,8.920296469038096,-0.07970353096190408,9,0.0,0.95,0.05,1.0,8475.0,9.0,0.8,27.0,Y,0.9747643097643789,0.9747643097643789,7.835610940906682,7.835610940906682,1.135157611038457,1.135157611038457,0.0,False,0.02523569023562111
110,Tsukushi,LightCruiser,Japan,10''/26 25-Ton BLR,Y,9.0,8.920296469038096,-0.07970353096190408,9,0.0,0.95,0.05,1.0,8713.0,10.0,0.5,31.0,Y,0.9747643097643789,0.9747643097643789,7.835610940906682,7.835610940906682,1.135157611038457,1.135157611038457,0.0,False,0.02523569023562111
111,Tsukushi,LightCruiser,Japan,12cm/32 EOC M,Z,6.0,5.450577076085739,-0.5494229239142614,5,-1.0,0.95,0.05,1.0,6743.0,4.7,4.0,11.0,Z,0.9989962184491642,0.9989962184491642,5.5645389445571,5.5645389445571,-0.11926468917335484,-0.11926468917335484,0.0,False,0.5010037815508358
112,Oshima,PatrolGunboat,Japan,4.7''/40 QF Type 41,Y,9.0,8.920296469038096,-0.07970353096190408,9,0.0,0.95,0.05,1.0,8412.0,4.7,4.5,12.0,Y,0.9747643097643789,0.9747643097643789,7.835610940906682,7.835610940906682,1.135157611038457,1.135157611038457,0.0,False,0.02523569023562111
113,Old Donkey Mouth Battery,LandBattery,China,24cm Cannon,Y,9.0,8.852419938471993,-0.14758006152800718,9,0.0,0.925,0.075,1.0,8968.0,10.2,0.4,34.0,Y,0.9777974858728694,0.9777974858728694,7.835610940906682,7.835610940906682,1.064122681296441,1.064122681296441,0.0,False,0.02220251412713059
114,Old Donkey Mouth Battery,LandBattery,China,12cm Cannon,Z,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,9899.0,4.7,6.0,12.0,Z,0.934294896060294,0.934294896060294,5.5645389445571,5.5645389445571,1.6547869574809255,1.6547869574809255,0.0,False,0.06570510393970597
115,Golden Hill Battery,LandBattery,China,24cm Cannon,Y,9.0,8.852419938471993,-0.14758006152800718,9,0.0,0.925,0.075,1.0,8968.0,10.2,0.4,34.0,Y,0.9777974858728694,0.9777974858728694,7.835610940906682,7.835610940906682,1.064122681296441,1.064122681296441,0.0,False,0.02220251412713059
116,Golden Hill Battery,LandBattery,China,15cm Mortar,X,9.0,8.920296469038096,-0.07970353096190408,9,0.0,0.95,0.05,1.0,12282.0,6.0,6.0,16.0,X,0.9714707375315856,0.9714707375315856,9.926065968774456,9.926065968774456,-1.0525694986849203,-1.0525694986849203,0.0,False,0.028529262468414363
117,Golden Hill Battery,LandBattery,China,12cm Cannon,Z,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,9899.0,4.7,6.0,12.0,Z,0.934294896060294,0.934294896060294,5.5645389445571,5.5645389445571,1.6547869574809255,1.6547869574809255,0.0,False,0.06570510393970597
118,Mozhu Reef Battery,LandBattery,China,21cm Cannon,Y,7.0,8.075453680126493,1.0754536801264933,8,1.0,0.7,0.3,1.0,6124.0,8.2,0.8,23.0,Y,0.9935408684418782,0.9935408684418782,7.835610940906682,7.835610940906682,0.2510029900986151,0.2510029900986151,0.0,False,0.5064591315581218
119,Mozhu Reef Battery,LandBattery,China,15cm Cannon,X,9.0,8.920296469038096,-0.07970353096190408,9,0.0,0.95,0.05,1.0,12282.0,6.0,6.0,16.0,X,0.9714707375315856,0.9714707375315856,9.926065968774456,9.926065968774456,-1.0525694986849203,-1.0525694986849203,0.0,False,0.028529262468414363
120,Kasuga,ArmoredCruiser,Japan,25cm/40.3,S,12.0,11.936846957055883,-0.06315304294411739,12,0.0,0.95,0.05,1.0,14485.0,10.0,2.0,32.0,S,0.9972914648046346,0.9972914648046346,11.502780716832241,11.502780716832241,0.4542640087892989,0.4542640087892989,0.0,False,0.0027085351953654024
121,Kasuga,ArmoredCruiser,Japan,20cm/45 No. 2 EOC,S,9.0,9.29221770110839,0.29221770110838996,9,0.0,0.95,0.05,1.0,14505.0,8.0,2.0,24.0,S,0.8069378281520856,0.8069378281520856,11.502780716832241,11.502780716832241,-2.3134239066523605,-2.3134239066523605,0.0,False,0.1930621718479144
122,Kasuga,ArmoredCruiser,Japan,15cm/40 EOC Z,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,11082.0,6.0,6.0,16.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
123,Nisshin,ArmoredCruiser,Japan,20cm/45 No. 2 EOC,S,9.0,9.29221770110839,0.29221770110838996,9,0.0,0.95,0.05,1.0,14505.0,8.0,2.0,24.0,S,0.8069378281520856,0.8069378281520856,11.502780716832241,11.502780716832241,-2.3134239066523605,-2.3134239066523605,0.0,False,0.1930621718479144
124,Nisshin,ArmoredCruiser,Japan,15cm/40 EOC Z,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,11082.0,6.0,6.0,16.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
125,Yaeyama,LightCruiser,Japan,12cm/25 Krupp C/78,Y,9.0,8.920296469038096,-0.07970353096190408,9,0.0,0.95,0.05,1.0,5711.0,4.7,3.0,12.0,Y,0.9747643097643789,0.9747643097643789,7.835610940906682,7.835610940906682,1.135157611038457,1.135157611038457,0.0,False,0.02523569023562111
126,Idzumi (1900),LightCruiser,Japan,"10''/30 Patterns F, G",T,10.0,10.180380619727677,0.18038061972767672,10,0.0,0.95,0.05,1.0,9544.0,10.0,0.8,31.0,T,0.990896027216565,0.990896027216565,9.991275791723314,9.991275791723314,0.1979041659780151,0.1979041659780151,0.0,False,0.009103972783435
127,Idzumi (1900),LightCruiser,Japan,4.7''/40 QF Type 41,Y,7.0,6.927486190591122,-0.07251380940887842,7,0.0,0.95,0.05,1.0,9877.0,4.7,6.0,12.0,Y,0.9896334900146417,0.9896334900146417,7.835610940906682,7.835610940906682,-0.9503811891627026,-0.9503811891627026,0.0,False,0.010366509985358263
128,Hai Chi,LightCruiser,China,8''/45 Pattern S,T,10.0,10.180380619727677,0.18038061972767672,10,0.0,0.95,0.05,1.0,13501.0,8.0,1.6,23.0,T,0.990896027216565,0.990896027216565,9.991275791723314,9.991275791723314,0.1979041659780151,0.1979041659780151,0.0,False,0.009103972783435
129,Hai Chi,LightCruiser,China,4.7''/45 QF Pattern Y,U,7.0,6.92439714470395,-0.07560285529604993,7,0.0,0.975,0.025,1.0,10943.0,4.7,8.0,12.0,U,0.9742681156515267,0.9742681156515267,7.966290327197067,7.966290327197067,-1.0903740718598867,-1.0903740718598867,0.0,False,0.02573188434847329
130,Hai Yung,LightCruiser,China,15cm RKL/40 C/97,U,9.0,8.613956619452958,-0.3860433805470418,9,0.0,0.95,0.05,1.0,16390.0,5.9,5.0,16.0,U,0.9777364450162533,0.9777364450162533,7.966290327197067,7.966290327197067,0.6778031991759553,0.6778031991759553,0.0,False,0.02226355498374666
131,Hai Yung,LightCruiser,China,10.5 cm SKL/40,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,9899.0,4.7,6.0,12.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
132,Blanco Encalada,LightCruiser,China,8''/39.9 Pattern P,T,10.0,10.180380619727677,0.18038061972767672,10,0.0,0.95,0.05,1.0,12107.0,8.0,1.8,24.0,T,0.990896027216565,0.990896027216565,9.991275791723314,9.991275791723314,0.1979041659780151,0.1979041659780151,0.0,False,0.009103972783435
133,Blanco Encalada,LightCruiser,China,"6''/40 Patterns W,Z",T,8.0,8.006255580780195,0.006255580780194947,8,0.0,0.925,0.075,1.0,10995.0,6.0,6.0,16.0,T,0.8394094847577067,0.8394094847577067,9.991275791723314,9.991275791723314,-2.077386248896508,-2.077386248896508,0.0,False,0.16059051524229329
134,Capitan Prat,Battleship,China,240mm/36 M1887,T,10.0,10.180380619727677,0.18038061972767672,10,0.0,0.95,0.05,1.0,11059.0,9.5,1.0,27.0,T,0.990896027216565,0.990896027216565,9.991275791723314,9.991275791723314,0.1979041659780151,0.1979041659780151,0.0,False,0.009103972783435
135,Capitan Prat,Battleship,China,120mm/45 M1891,U,7.0,6.92439714470395,-0.07560285529604993,7,0.0,0.975,0.025,1.0,10363.0,4.7,6.0,12.0,U,0.9742681156515267,0.9742681156515267,7.966290327197067,7.966290327197067,-1.0903740718598867,-1.0903740718598867,0.0,False,0.02573188434847329
136,Esmeralda,LightCruiser,China,"10''/30 Patterns F, G",Y,9.0,8.920296469038096,-0.07970353096190408,9,0.0,0.95,0.05,1.0,9544.0,10.0,0.8,31.0,Y,0.9747643097643789,0.9747643097643789,7.835610940906682,7.835610940906682,1.135157611038457,1.135157611038457,0.0,False,0.02523569023562111
137,Esmeralda,LightCruiser,China,6''/30 Pattern I,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,8279.0,6.0,3.0,15.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
138,Presidente Errazuriz,LightCruiser,China,150mm/36 M1884,U,9.0,8.613956619452958,-0.3860433805470418,9,0.0,0.95,0.05,1.0,10750.0,5.9,4.0,16.0,U,0.9777364450162533,0.9777364450162533,7.966290327197067,7.966290327197067,0.6778031991759553,0.6778031991759553,0.0,False,0.02226355498374666
139,Presidente Errazuriz,LightCruiser,China,120mm/36 M1884,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,9201.0,4.7,5.0,12.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
140,Veinticinco de Mayo,LightCruiser,China,21cm MRKL/35 C/86,T,10.0,10.180380619727677,0.18038061972767672,10,0.0,0.95,0.05,1.0,12656.0,8.2,1.5,23.0,T,0.990896027216565,0.990896027216565,9.991275791723314,9.991275791723314,0.1979041659780151,0.1979041659780151,0.0,False,0.009103972783435
141,Veinticinco de Mayo,LightCruiser,China,12cm SKL/40 C/88,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,11833.0,4.7,5.0,13.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
142,Nueve de Julio,LightCruiser,China,6''/40,T,10.0,10.180380619727677,0.18038061972767672,10,0.0,0.95,0.05,1.0,9555.0,6.0,6.0,16.0,T,0.990896027216565,0.990896027216565,9.991275791723314,9.991275791723314,0.1979041659780151,0.1979041659780151,0.0,False,0.009103972783435
143,Nueve de Julio,LightCruiser,China,4.7''/40 Pattern P,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,7497.0,4.7,5.0,12.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
144,Almirante Brown,ArmoredCruiser,China,8''/26.1 11.5-Ton BLR Pattern A,Y,9.0,8.920296469038096,-0.07970353096190408,9,0.0,0.95,0.05,1.0,6874.0,8.0,0.8,22.0,Y,0.9747643097643789,0.9747643097643789,7.835610940906682,7.835610940906682,1.135157611038457,1.135157611038457,0.0,False,0.02523569023562111
145,Almirante Brown,ArmoredCruiser,China,4.7''/23.5 BLR,Z,6.0,5.498985013196373,-0.5010149868036269,5,-1.0,0.925,0.075,1.0,5260.0,4.7,3.0,11.0,Z,0.9988674681684223,0.9988674681684223,5.5645389445571,5.5645389445571,-0.06860425642980092,-0.06860425642980092,0.0,False,0.5011325318315777
146,Chen Tung,PatrolGunboat,China,11''/23 35-Ton MLR,Y,9.0,8.920296469038096,-0.07970353096190408,9,0.0,0.95,0.05,1.0,8031.0,11.0,0.5,33.0,Y,0.9747643097643789,0.9747643097643789,7.835610940906682,7.835610940906682,1.135157611038457,1.135157611038457,0.0,False,0.02523569023562111
147,Kai Che,LightCruiser,China,21cm RKL/22,Y,9.0,8.920296469038096,-0.07970353096190408,9,0.0,0.95,0.05,1.0,6398.0,8.2,0.8,22.0,Y,0.9747643097643789,0.9747643097643789,7.835610940906682,7.835610940906682,1.135157611038457,1.135157611038457,0.0,False,0.02523569023562111
148,Kai Che,LightCruiser,China,12cm RKL/35 C/80,Z,6.0,5.450577076085739,-0.5494229239142614,5,-1.0,0.95,0.05,1.0,8797.0,4.7,4.0,13.0,Z,0.9989962184491642,0.9989962184491642,5.5645389445571,5.5645389445571,-0.11926468917335484,-0.11926468917335484,0.0,False,0.5010037815508358
149,King Ch'ing,LightCruiser,China,7''/26 120-pdr-7-Ton RBL,Y,9.0,8.920296469038096,-0.07970353096190408,9,0.0,0.95,0.05,1.0,6741.0,7.0,1.5,18.0,Y,0.9747643097643789,0.9747643097643789,7.835610940906682,7.835610940906682,1.135157611038457,1.135157611038457,0.0,False,0.02523569023562111
150,King Ch'ing,LightCruiser,China,4.75''/22 40-pdr 1.32-Ton BLR,Z,6.0,5.450577076085739,-0.5494229239142614,5,-1.0,0.95,0.05,1.0,5198.0,4.8,3.0,12.0,Z,0.9989962184491642,0.9989962184491642,5.5645389445571,5.5645389445571,-0.11926468917335484,-0.11926468917335484,0.0,False,0.5010037815508358
151,Nan Thin,LightCruiser,China,21cm RKL/22,Y,9.0,8.920296469038096,-0.07970353096190408,9,0.0,0.95,0.05,1.0,6398.0,8.2,0.8,22.0,Y,0.9747643097643789,0.9747643097643789,7.835610940906682,7.835610940906682,1.135157611038457,1.135157611038457,0.0,False,0.02523569023562111
152,Nan Thin,LightCruiser,China,12cm RKL/35 C/80,Z,6.0,5.450577076085739,-0.5494229239142614,5,-1.0,0.95,0.05,1.0,8797.0,4.7,4.0,13.0,Z,0.9989962184491642,0.9989962184491642,5.5645389445571,5.5645389445571,-0.11926468917335484,-0.11926468917335484,0.0,False,0.5010037815508358
153,Pao Min,LightCruiser,China,15cm RKL/35 C/80,Y,9.0,8.920296469038096,-0.07970353096190408,9,0.0,0.95,0.05,1.0,7818.0,5.9,4.0,17.0,Y,0.9747643097643789,0.9747643097643789,7.835610940906682,7.835610940906682,1.135157611038457,1.135157611038457,0.0,False,0.02523569023562111
154,Pao Min,LightCruiser,China,12cm RKL/35 C/80,Z,6.0,5.450577076085739,-0.5494229239142614,5,-1.0,0.95,0.05,1.0,8797.0,4.7,4.0,13.0,Z,0.9989962184491642,0.9989962184491642,5.5645389445571,5.5645389445571,-0.11926468917335484,-0.11926468917335484,0.0,False,0.5010037815508358
155,Imperator Nicolai I,Battleship,Russia,305mm/30 M1877,Y,9.0,8.953871666051551,-0.04612833394844884,9,0.0,0.975,0.025,1.0,10474.0,12.0,0.3,38.0,Y,0.9730981020529328,0.9730981020529328,7.835610940906682,7.835610940906682,1.170295113515877,1.170295113515877,0.0,False,0.02690189794706721
156,Imperator Nicolai I,Battleship,Russia,230mm/35 M1887,Y,7.0,7.145749736315042,0.14574973631504218,7,0.0,0.95,0.05,1.0,10075.0,9.0,0.6,26.0,Y,0.9928094000740182,0.9928094000740182,7.835610940906682,7.835610940906682,-0.7219615055631892,-0.7219615055631892,0.0,False,0.007190599925981811
157,Imperator Nicolai I,Battleship,Russia,152mm/35 M1887,Y,7.0,7.18499823032252,0.18499823032252039,7,0.0,0.925,0.075,1.0,8170.0,6.0,1.5,16.0,Y,0.9931963630310473,0.9931963630310473,7.835610940906682,7.835610940906682,-0.6808867188725822,-0.6808867188725822,0.0,False,0.006803636968952698
158,Admiral Nakhimov (1887),ArmoredCruiser,Russia,203mm/35 M1877,Y,9.0,8.920296469038096,-0.07970353096190408,9,0.0,0.95,0.05,1.0,9209.0,8.0,0.6,25.0,Y,0.9747643097643789,0.9747643097643789,7.835610940906682,7.835610940906682,1.135157611038457,1.135157611038457,0.0,False,0.02523569023562111
159,Admiral Nakhimov (1887),ArmoredCruiser,Russia,152mm/35 M1887,Z,6.0,5.605592940862513,-0.3944070591374871,6,0.0,0.9,0.1,1.0,8170.0,6.0,1.5,16.0,Z,0.998522722955798,0.998522722955798,5.5645389445571,5.5645389445571,0.04296430178239479,0.04296430178239479,0.0,False,0.0014772770442019745
160,Admiral Nakhimov (1900),ArmoredCruiser,Russia,203mm/35 M1877,R,11.0,11.595777003673888,0.5957770036738879,12,1.0,0.95,0.05,1.0,9209.0,8.0,0.6,25.0,R,0.9953720351006154,0.9953720351006154,11.586301853239549,11.586301853239549,0.009916043730944868,0.009916043730944868,0.0,False,0.5046279648993846
161,Pamiat Azova,ArmoredCruiser,Russia,203mm/35 M1877,Y,9.0,8.920296469038096,-0.07970353096190408,9,0.0,0.95,0.05,1.0,9209.0,8.0,0.6,25.0,Y,0.9747643097643789,0.9747643097643789,7.835610940906682,7.835610940906682,1.135157611038457,1.135157611038457,0.0,False,0.02523569023562111
162,Pamiat Azova,ArmoredCruiser,Russia,152mm/35 M1887,Z,6.0,5.605592940862513,-0.3944070591374871,6,0.0,0.9,0.1,1.0,8170.0,6.0,1.5,16.0,Z,0.998522722955798,0.998522722955798,5.5645389445571,5.5645389445571,0.04296430178239479,0.04296430178239479,0.0,False,0.0014772770442019745
163,Vladimir Monomakh,ArmoredCruiser,Russia,203mm/22 M1877,Z,7.0,7.18499823032252,0.18499823032252039,7,0.0,0.925,0.075,1.0,6043.0,8.0,0.3,22.0,Z,0.9279124869019696,0.9279124869019696,5.5645389445571,5.5645389445571,1.6958617441715325,1.6958617441715325,0.0,False,0.07208751309803041
164,Vladimir Monomakh,ArmoredCruiser,Russia,152mm/28 M1887,Z,6.0,5.605592940862513,-0.3944070591374871,6,0.0,0.9,0.1,1.0,7149.0,6.0,2.0,15.0,Z,0.998522722955798,0.998522722955798,5.5645389445571,5.5645389445571,0.04296430178239479,0.04296430178239479,0.0,False,0.0014772770442019745
165,Admiral Kornilov,LightCruiser,Russia,152mm/35 M1887,W,11.0,10.730983930945522,-0.2690160690544783,11,0.0,0.9,0.1,1.0,8170.0,6.0,2.0,16.0,W,0.9841616877518498,0.9841616877518498,9.600409617594442,9.600409617594442,1.1831816718859818,1.1831816718859818,0.0,False,0.015838312248150244
166,Borodino,Battleship,Russia,305mm/40 M1892,Q,14.0,13.814554117336762,-0.18544588266323814,14,0.0,0.975,0.025,1.0,14845.0,12.0,1.0,38.0,Q,0.99979686134004,0.99979686134004,13.506626282430805,13.506626282430805,0.322256189815913,0.322256189815913,0.0,False,0.00020313865996002267
167,Borodino,Battleship,Russia,152mm/45 M1892,W,8.0,8.213598806047331,0.21359880604733128,8,0.0,0.925,0.075,1.0,12199.0,6.0,3.0,16.0,W,0.9439584655176687,0.9439584655176687,9.600409617594442,9.600409617594442,-1.451341247734796,-1.451341247734796,0.0,False,0.05604153448233129
168,Sissoi Veliki (1905),Battleship,Russia,305mm/40 M1892,Q,14.0,13.814554117336762,-0.18544588266323814,14,0.0,0.975,0.025,1.0,14845.0,12.0,1.0,38.0,Q,0.99979686134004,0.99979686134004,13.506626282430805,13.506626282430805,0.322256189815913,0.322256189815913,0.0,False,0.00020313865996002267
